47	-31	52
48	-31	53
49	-32	54
51	-32	55
55	-34	58
57	-35	60
54	-34	57
54	-34	57
56	-33	59
57	-34	60
58	-34	61
58	-34	61
60	-35	62
60	-35	63
61	-36	64
62	-36	64
63	-36	65
64	-37	66
66	-37	67
67	-37	68
66	-37	67
67	-37	68
69	-38	69
69	-38	70
69	-38	70
69	-38	70
70	-38	71
71	-38	72
74	-39	74
74	-38	73
75	-38	75
75	-38	75
75	-38	75
75	-38	75
76	-38	75
76	-38	75
76	-38	75
77	-39	75
78	-39	75
78	-37	71
79	-37	71
79	-36	70
78	-37	70
80	-37	70
80	-36	68
80	-35	65
80	-36	69
80	-37	70
80	-35	69
80	-36	71
81	-36	73
81	-36	75
80	-36	76
80	-37	78
80	-37	78
80	-36	79
80	-35	79
80	-35	79
80	-36	79
82	-37	79
84	-37	75
83	-35	71
80	-36	79
80	-37	79
79	-37	78
80	-37	79
80	-37	80
80	-37	80
80	-37	79
80	-37	79
80	-37	79
80	-37	79
79	-37	78
79	-37	79
80	-37	79
78	-37	78
79	-37	78
79	-37	78
80	-37	79
80	-37	79
79	-38	78
79	-38	78
79	-38	79
80	-38	79
80	-37	79
80	-37	79
79	-37	79
79	-37	79
79	-37	78
79	-37	79
80	-38	79
80	-38	79
80	-38	79
80	-38	79
79	-37	79
80	-37	79
80	-38	79
80	-37	79
82	-38	77
82	-37	75
80	-36	73
81	-37	76
81	-36	74
81	-37	78
81	-38	80
81	-38	80
81	-37	80
81	-37	81
81	-37	81
79	-37	79
79	-37	79
79	-38	78
80	-37	79
79	-37	79
78	-36	78
78	-35	78
78	-36	78
79	-36	78
79	-36	78
78	-36	78
79	-36	78
77	-36	77
77	-36	77
77	-36	77
76	-36	76
77	-35	77
77	-36	77
76	-36	76
76	-36	76
76	-36	76
76	-36	76
47	-31	52
48	-32	53
49	-32	53
51	-32	55
53	-33	57
54	-34	57
53	-34	57
54	-35	58
55	-33	59
57	-34	60
58	-34	61
58	-34	61
59	-35	61
60	-35	63
61	-35	64
63	-36	65
63	-36	65
64	-36	65
66	-37	67
66	-37	68
65	-37	67
67	-37	69
67	-37	68
68	-38	69
69	-38	70
68	-37	69
70	-38	71
72	-38	73
74	-39	75
73	-38	73
72	-37	73
73	-37	73
74	-38	74
74	-37	74
74	-38	75
76	-38	75
76	-38	75
76	-39	76
77	-40	76
78	-37	74
78	-37	75
78	-37	75
78	-37	75
79	-37	76
79	-37	74
79	-35	71
79	-37	76
79	-37	76
80	-37	75
80	-37	76
79	-37	77
80	-37	78
80	-37	79
80	-37	80
80	-37	79
81	-36	80
80	-37	79
80	-36	79
79	-37	79
81	-37	79
81	-37	78
80	-37	77
80	-37	79
79	-37	79
79	-36	78
80	-37	79
80	-37	79
80	-37	79
80	-37	79
80	-37	79
80	-37	79
79	-37	78
78	-37	78
79	-37	78
79	-37	78
78	-37	78
78	-37	78
78	-37	78
78	-37	78
78	-37	78
79	-38	78
78	-38	78
79	-38	78
79	-38	79
79	-37	78
79	-37	78
79	-37	78
78	-37	78
78	-37	78
78	-37	78
78	-37	78
79	-37	78
79	-37	79
80	-36	78
79	-36	78
79	-37	78
80	-37	79
80	-37	79
81	-37	78
82	-35	74
81	-35	73
81	-36	76
80	-36	77
81	-38	79
81	-38	81
81	-37	80
80	-36	80
81	-38	80
81	-38	80
79	-37	79
78	-37	78
78	-38	78
80	-37	79
80	-37	79
78	-36	78
78	-35	78
77	-36	77
78	-36	77
78	-36	78
78	-36	77
78	-36	78
76	-36	77
76	-36	77
77	-36	77
76	-35	76
77	-35	77
76	-35	76
76	-36	76
75	-36	75
76	-36	76
76	-36	76
47	-31	52
48	-32	53
49	-32	54
51	-32	55
51	-33	55
52	-34	56
54	-34	57
54	-35	58
56	-33	59
56	-33	60
57	-34	60
58	-34	61
59	-35	61
60	-35	62
61	-35	63
63	-36	65
61	-36	64
63	-36	65
65	-37	67
65	-37	67
65	-36	66
66	-37	68
69	-37	69
68	-37	69
68	-38	69
69	-38	70
70	-38	71
74	-39	74
74	-39	75
73	-38	73
72	-38	73
73	-37	73
73	-37	73
74	-38	74
74	-38	74
75	-38	75
75	-38	75
76	-38	76
77	-40	77
78	-37	77
77	-37	77
77	-38	77
78	-38	77
78	-38	78
80	-37	77
80	-36	75
79	-39	78
78	-38	77
79	-38	78
79	-39	78
78	-38	78
80	-37	79
81	-37	79
80	-35	80
80	-35	79
80	-36	78
79	-37	79
80	-37	79
79	-37	79
79	-37	79
79	-37	79
78	-37	78
78	-36	78
79	-37	79
78	-36	77
79	-37	78
79	-37	79
79	-37	79
79	-37	79
79	-37	79
79	-37	79
78	-37	78
78	-37	78
79	-37	78
78	-37	78
78	-37	78
78	-37	78
78	-37	77
77	-37	77
77	-37	77
78	-37	77
78	-37	77
78	-38	78
78	-38	78
79	-37	78
